CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,,TOTAL INJURED,TOTAL MUERTES
27/08/20,7:20:00,,,40.75303,-73.92163,POINT (-73.92163 40.75303),NORTHERN BOULEVARD,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4343112,Bike,,,,,,,
27/08/20,20:50:00,,,40.76138,-73.86574,POINT (-73.86574 40.76138),ASTORIA BOULEVARD,103 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4342627,Sedan,,,,,,,
27/08/20,8:00:00,MANHATTAN,10029,40.792873,-73.94373,POINT (-73.94373 40.792873),3 AVENUE,EAST 108 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4343353,Sedan,,,,,,,
27/08/20,10:00:00,BRONX,10460,,,,boston road,louis nine blvd,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342572,Sedan,,,,,,,
27/08/20,22:45:00,BRONX,10462,40.84397,-73.85759,POINT (-73.85759 40.84397),,,1616 BRONXDALE AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4342480,Sedan,Sedan,,,,,,
27/08/20,13:15:00,BRONX,10474,40.814503,-73.88649,POINT (-73.88649 40.814503),FAILE STREET,SPOFFORD AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343007,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,14:20:00,,,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342424,Tractor Truck Diesel,Tractor Truck Diesel,,,,,,
27/08/20,10:00:00,BRONX,10455,40.817177,-73.906654,POINT (-73.906654 40.817177),WESTCHESTER AVENUE,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343125,Sedan,,,,,,,
27/08/20,13:30:00,,,40.64927,-74.009674,POINT (-74.009674 40.64927),4 AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4342595,Box Truck,,,,,,,
27/08/20,5:57:00,,,40.703762,-74.00658,POINT (-74.00658 40.703762),FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342252,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,14:21:00,,,40.69012,-73.92318,POINT (-73.92318 40.69012),BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4343412,Bus,Sedan,,,,,,
27/08/20,23:00:00,BROOKLYN,11233,40.671703,-73.91888,POINT (-73.91888 40.671703),,,1760 PARK PLACE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342789,Sedan,Sedan,,,,,,
27/08/20,15:42:00,BROOKLYN,11236,40.642574,-73.90235,POINT (-73.90235 40.642574),FLATLANDS AVENUE,EAST 95 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4342365,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
27/08/20,14:33:00,,,40.74214,-74.00821,POINT (-74.00821 40.74214),10 AVENUE,WEST 14 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342399,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,9:30:00,MANHATTAN,10027,40.806896,-73.94339,POINT (-73.94339 40.806896),,,29 WEST 125 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343308,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,20:40:00,,,40.732372,-74.00348,POINT (-74.00348 40.732372),7 AVENUE SOUTH,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342634,Sedan,E-Bike,,,,,,
27/08/20,18:50:00,QUEENS,11358,40.764397,-73.7902,POINT (-73.7902 40.764397),35 AVENUE,192 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4342372,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,16:30:00,BRONX,10459,40.821068,-73.89894,POINT (-73.89894 40.821068),WESTCHESTER AVENUE,EAST 163 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4343021,Taxi,E-Scooter,,,,,,
27/08/20,8:00:00,QUEENS,11432,40.713818,-73.79176,POINT (-73.79176 40.713818),,,172-06 HENLEY ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4343393,Sedan,,,,,,,
27/08/20,10:57:00,QUEENS,11434,40.66564,-73.77896,POINT (-73.77896 40.66564),144 AVENUE,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342573,Sedan,,,,,,,
27/08/20,16:55:00,,,40.667374,-73.987816,POINT (-73.987816 40.667374),12 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342474,Sedan,,,,,,,
27/08/20,12:00:00,BROOKLYN,11215,40.674297,-73.98113,POINT (-73.98113 40.674297),,,89 GARFIELD PLACE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,,4342476,Station Wagon/Sport Utility Vehicle,Box Truck,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
27/08/20,20:30:00,BRONX,10459,40.830925,-73.89312,POINT (-73.89312 40.830925),,,1330 INTERVALE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4343188,Sedan,Sedan,,,,,,
27/08/20,23:30:00,BROOKLYN,11210,40.625942,-73.95444,POINT (-73.95444 40.625942),AVENUE J,EAST 22 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342509,Taxi,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,17:37:00,,,40.62055,-74.16919,POINT (-74.16919 40.62055),SOUTH AVENUE,GLEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342478,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,14:00:00,,,40.75253,-73.94384,POINT (-73.94384 40.75253),21 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342782,Sedan,,,,,,,
27/08/20,10:32:00,QUEENS,11433,40.697247,-73.78965,POINT (-73.78965 40.697247),108 AVENUE,164 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342329,Sedan,Sedan,,,,,,
27/08/20,7:00:00,BRONX,10457,40.84084,-73.901566,POINT (-73.901566 40.84084),,,1647 WASHINGTON AVENUE,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342560,Sedan,Ambulance,,,,,,
27/08/20,16:00:00,,,,,,LIBERTY AVENUE,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342466,Tow Truck / Wrecker,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,9:00:00,BROOKLYN,11229,40.607002,-73.95986,POINT (-73.95986 40.607002),,,1738 EAST 13 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4342312,Bike,,,,,,,
27/08/20,10:00:00,MANHATTAN,10016,40.743893,-73.9717,POINT (-73.9717 40.743893),EAST 35 STREET,FDR DRIVE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4342313,Sedan,Sedan,,,,,,
27/08/20,13:56:00,BROOKLYN,11228,40.620335,-74.01816,POINT (-74.01816 40.620335),82 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342321,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,17:26:00,QUEENS,11434,40.661663,-73.7655,POINT (-73.7655 40.661663),146 DRIVE,181 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342421,Sedan,,,,,,,
27/08/20,8:15:00,QUEENS,11355,,,,meridian road,shea road,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4342249,Sedan,,,,,,,
27/08/20,21:53:00,BROOKLYN,11237,40.692547,-73.90736,POINT (-73.90736 40.692547),KNICKERBOCKER AVENUE,ELDERT STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4343620,Sedan,Sedan,,,,,,
27/08/20,1:15:00,,,40.760704,-73.858246,POINT (-73.858246 40.760704),GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342356,Sedan,,,,,,,
27/08/20,18:20:00,,,40.78821,-73.7907,POINT (-73.7907 40.78821),CROSS ISLAND PARKWAY,CLEARVIEW EXPRESSWAY,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4342434,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,19:35:00,BRONX,10468,40.862755,-73.901085,POINT (-73.901085 40.862755),JEROME AVENUE,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342453,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,12:57:00,QUEENS,11378,40.73235,-73.92154,POINT (-73.92154 40.73235),53 AVENUE,46 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342526,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
27/08/20,11:20:00,,,40.69382,-73.72694,POINT (-73.72694 40.69382),CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342417,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,12:05:00,BROOKLYN,11234,40.629143,-73.923134,POINT (-73.923134 40.629143),FLATLANDS AVENUE,EAST 55 STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4342579,Pick-up Truck,,,,,,,
27/08/20,16:10:00,MANHATTAN,10003,40.73705,-73.98654,POINT (-73.98654 40.73705),EAST 19 STREET,IRVING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342469,Sedan,Sedan,,,,,,
27/08/20,14:45:00,MANHATTAN,10018,,,,12 AVENUE,WEST 40 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342400,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,2:00:00,,,40.801754,-73.93121,POINT (-73.93121 40.801754),EAST 125 STREET,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4342582,Bike,,,,,,,
27/08/20,7:15:00,BROOKLYN,11213,40.66895,-73.9339,POINT (-73.9339 40.66895),SCHENECTADY AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342347,Station Wagon/Sport Utility Vehicle,Bus,,,,,,
27/08/20,11:30:00,,,40.68542,-73.76526,POINT (-73.76526 40.68542),120 AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4342531,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,21:15:00,,,40.722343,-73.77717,POINT (-73.77717 40.722343),GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4342625,Sedan,,,,,,,
27/08/20,14:18:00,BROOKLYN,11217,40.676468,-73.97647,POINT (-73.97647 40.676468),,,97 LINCOLN PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343171,Sedan,Sedan,,,,,,
27/08/20,20:57:00,QUEENS,11106,40.75694,-73.93464,POINT (-73.93464 40.75694),CRESCENT STREET,37 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4342552,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,12:06:00,,,,,,GOWANUS RAMP,,,1,0,0,0,0,0,1,0,Oversized Vehicle,Driver Inattention/Distraction,,,,4342452,Flat Bed,Sedan,,,,,,
27/08/20,18:00:00,,,40.79276,-73.848434,POINT (-73.848434 40.79276),5 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4342773,Lawnmower,Station Wagon/Sport Utility Vehicle,Sedan,,,,,
27/08/20,6:27:00,,,40.80569,-73.968124,POINT (-73.968124 40.80569),RIVERSIDE DRIVE,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4342513,Sedan,,,,,,,
27/08/20,15:48:00,,,40.577583,-73.85977,POINT (-73.85977 40.577583),BEACH CHANNEL DRIVE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4342402,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,8:50:00,QUEENS,11101,40.75396,-73.924164,POINT (-73.924164 40.75396),38 STREET,36 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342781,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,20:14:00,QUEENS,11356,40.787945,-73.84289,POINT (-73.84289 40.787945),11 AVENUE,125 STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4342437,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,21:30:00,QUEENS,11374,40.717056,-73.858826,POINT (-73.858826 40.717056),,,67-25 ALDERTON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4343403,Sedan,,,,,,,
27/08/20,8:36:00,QUEENS,11354,40.76856,-73.82141,POINT (-73.82141 40.76856),146 STREET,33 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342677,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,13:40:00,BRONX,10456,40.830738,-73.9105,POINT (-73.9105 40.830738),WEBSTER AVENUE,EAST 167 STREET,,3,0,0,0,0,0,3,0,Other Vehicular,Unspecified,,,,4342495,,,,,,,,
27/08/20,22:03:00,BRONX,10451,40.827824,-73.91934,POINT (-73.91934 40.827824),EAST 163 STREET,SHERMAN AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4342499,Sedan,,,,,,,
27/08/20,10:00:00,,,,,,JEROME AVENUE,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4342494,Sedan,Box Truck,,,,,,
27/08/20,9:45:00,QUEENS,11436,40.67313,-73.79848,POINT (-73.79848 40.67313),,,127-20 142 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342283,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,17:00:00,,,,,,CAFFREY AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343575,Sedan,,,,,,,
27/08/20,13:00:00,BROOKLYN,11203,40.655285,-73.92785,POINT (-73.92785 40.655285),,,188 EAST 53 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4342957,Sedan,Sedan,Sedan,Sedan,Sedan,,,
27/08/20,19:04:00,BRONX,10460,40.839146,-73.88625,POINT (-73.88625 40.839146),EAST 175 STREET,CROTONA PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342566,Sedan,,,,,,,
27/08/20,20:50:00,QUEENS,11412,40.703613,-73.749565,POINT (-73.749565 40.703613),FRANCIS LEWIS BOULEVARD,112 ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342528,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,13:23:00,MANHATTAN,10032,40.844677,-73.93886,POINT (-73.93886 40.844677),BROADWAY,WEST 173 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342540,Sedan,E-Bike,,,,,,
27/08/20,14:50:00,BROOKLYN,11236,40.644863,-73.91113,POINT (-73.91113 40.644863),REMSEN AVENUE,FOSTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4342657,Sedan,Sedan,,,,,,
27/08/20,22:25:00,BROOKLYN,11230,40.629986,-73.97157,POINT (-73.97157 40.629986),OCEAN PARKWAY,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342806,Taxi,Sedan,,,,,,
27/08/20,16:30:00,,,40.693867,-73.99921,POINT (-73.99921 40.693867),FURMAN STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342364,Taxi,Sedan,,,,,,
27/08/20,4:26:00,STATEN ISLAND,10314,40.594616,-74.12555,POINT (-74.12555 40.594616),,,1466 MANOR ROAD,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4342291,Sedan,,,,,,,
27/08/20,14:21:00,,,40.631924,-74.016495,POINT (-74.016495 40.631924),BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342353,Tractor Truck Diesel,Sedan,,,,,,
27/08/20,17:50:00,MANHATTAN,10018,40.757107,-73.997314,POINT (-73.997314 40.757107),10 AVENUE,WEST 38 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342376,Box Truck,Bike,,,,,,
27/08/20,23:00:00,QUEENS,11377,40.73921,-73.92138,POINT (-73.92138 40.73921),,,48-37 44 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342519,Sedan,,,,,,,
27/08/20,9:35:00,QUEENS,11355,,,,MERIDIAN ROAD,EAST ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342273,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,20:00:00,BROOKLYN,11234,40.60981,-73.92251,POINT (-73.92251 40.60981),FLATBUSH AVENUE,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343233,Sedan,Sedan,,,,,,
27/08/20,13:40:00,MANHATTAN,10024,40.787586,-73.97268,POINT (-73.97268 40.787586),,,129 WEST 87 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342515,Sedan,,,,,,,
27/08/20,17:10:00,BROOKLYN,11203,40.64588,-73.945175,POINT (-73.945175 40.64588),,,450 EAST 34 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342945,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,7:45:00,BRONX,10468,40.859016,-73.9002,POINT (-73.9002 40.859016),FIELD PLACE,CRESTON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4342245,Sedan,,,,,,,
27/08/20,0:00:00,BRONX,10469,40.87029,-73.84318,POINT (-73.84318 40.87029),EASTCHESTER ROAD,KNAPP STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4343027,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,,,
27/08/20,18:58:00,QUEENS,11693,,,,,,175-04 CROSS BAY BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342403,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,17:45:00,,,40.710976,-73.97962,POINT (-73.97962 40.710976),FDR DRIVE,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,,,,4342426,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,16:40:00,MANHATTAN,10012,40.726933,-73.99992,POINT (-73.99992 40.726933),WEST BROADWAY,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4342858,Sedan,uhaul truc,,,,,,
27/08/20,8:00:00,QUEENS,11435,40.689377,-73.801674,POINT (-73.801674 40.689377),,,145-24 109 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342351,Sedan,,,,,,,
27/08/20,17:20:00,QUEENS,11354,40.764706,-73.811005,POINT (-73.811005 40.764706),NORTHERN BOULEVARD,154 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4342433,Sedan,Sedan,,,,,,
27/08/20,9:15:00,BROOKLYN,11249,40.718372,-73.96463,POINT (-73.96463 40.718372),NORTH 3 STREET,RIVER STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342255,Sedan,,,,,,,
27/08/20,17:30:00,BROOKLYN,11219,40.625866,-74.00634,POINT (-74.00634 40.625866),,,1176 OVINGTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4342654,Sedan,,,,,,,
27/08/20,21:00:00,QUEENS,11434,40.68126,-73.77291,POINT (-73.77291 40.68126),,,171-07 BAISLEY BOULEVARD,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4342385,Sedan,Sedan,,,,,,
27/08/20,0:00:00,,,40.807037,-73.949745,POINT (-73.949745 40.807037),WEST 122 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342553,Sedan,Sedan,,,,,,
27/08/20,17:07:00,,,40.68631,-73.97445,POINT (-73.97445 40.68631),FULTON STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342375,Sedan,Van,,,,,,
27/08/20,19:47:00,QUEENS,11377,40.759842,-73.90632,POINT (-73.90632 40.759842),30 AVENUE,HOBART STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342829,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,9:30:00,BRONX,10461,40.84054,-73.84394,POINT (-73.84394 40.84054),BENSON STREET,TRATMAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342532,Station Wagon/Sport Utility Vehicle,Box Truck,,,,,,
27/08/20,12:52:00,QUEENS,11355,40.756023,-73.82088,POINT (-73.82088 40.756023),BEECH AVENUE,BOWNE STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342432,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,10:54:00,,,40.635963,-74.14849,POINT (-74.14849 40.635963),HOUSEMAN AVENUE,LASALLE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343562,Tractor Truck Diesel,Convertible,,,,,,
27/08/20,8:40:00,,,40.81934,-73.93012,POINT (-73.93012 40.81934),RIVER AVENUE,,,1,0,0,0,0,0,1,0,Oversized Vehicle,Unspecified,,,,4342598,Tractor Truck Diesel,Bus,,,,,,
27/08/20,14:50:00,QUEENS,11420,40.675167,-73.825264,POINT (-73.825264 40.675167),114 STREET,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342397,Sedan,Sedan,,,,,,
27/08/20,3:36:00,BRONX,10469,40.87911,-73.84325,POINT (-73.84325 40.87911),EAST 222 STREET,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342296,Sedan,,,,,,,
27/08/20,19:00:00,,,,,,3 AVENUE BRIDGE,EAST 128 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342580,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,6:46:00,,,40.88814,-73.89277,POINT (-73.89277 40.88814),MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342257,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,0:31:00,BROOKLYN,11207,40.667786,-73.88442,POINT (-73.88442 40.667786),WARWICK STREET,DUMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342269,Sedan,,,,,,,
27/08/20,17:00:00,BRONX,10456,40.831112,-73.904175,POINT (-73.904175 40.831112),,,1238 FULTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4342563,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,13:25:00,BROOKLYN,11228,40.61646,-74.015,POINT (-74.015 40.61646),,,8403 12 AVENUE,1,0,0,0,0,0,1,0,Illnes,,,,,4342352,Sedan,,,,,,,
27/08/20,21:36:00,,,,,,PROSPECT EXPRESSWAY RAMP,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4342416,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,,,
27/08/20,1:29:00,BROOKLYN,11203,40.64207,-73.93037,POINT (-73.93037 40.64207),EAST 49 STREET,AVENUE D,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342281,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,18:55:00,MANHATTAN,10019,40.76187,-73.97734,POINT (-73.97734 40.76187),,,65 WEST 54 STREET,1,0,0,0,0,0,1,0,Pavement Defective,,,,,4343317,Sedan,,,,,,,
27/08/20,11:32:00,BROOKLYN,11231,40.673084,-73.99923,POINT (-73.99923 40.673084),,,381 HAMILTON AVENUE,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4343610,Tractor Truck Gasoline,,,,,,,
27/08/20,12:35:00,,,40.823624,-73.92308,POINT (-73.92308 40.823624),EAST 156 STREET,CONCOURSE VILLAGE WEST,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4342482,Box Truck,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,20:40:00,QUEENS,11379,40.72028,-73.86548,POINT (-73.86548 40.72028),WOODHAVEN BOULEVARD,FURMANVILLE AVENUE,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,4342910,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
27/08/20,16:00:00,QUEENS,11373,40.738495,-73.87739,POINT (-73.87739 40.738495),,,86-15 BROADWAY,1,0,1,0,0,0,0,0,Unspecified,,,,,4342407,Station Wagon/Sport Utility Vehicle,,,,,,,
27/08/20,14:38:00,BRONX,10458,40.860996,-73.89643,POINT (-73.89643 40.860996),EAST 188 STREET,VALENTINE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4342505,Sedan,E-Scooter,,,,,,
27/08/20,19:30:00,BROOKLYN,11234,40.636524,-73.92103,POINT (-73.92103 40.636524),FARRAGUT ROAD,EAST 58 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343244,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
27/08/20,18:25:00,MANHATTAN,10012,40.724968,-74.00158,POINT (-74.00158 40.724968),,,415 WEST BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4342857,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
